Lineups,TEAM,GP,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,PACE,PIE
N. Vučević - Z. LaVine - L. Ball - P. Williams - J. Giddey,CHI,13,79,115.5,102.4,13.1,64.1,2.38,21.6,18.9,65.3,45,0.1,61.3,62.1,103.33,57.6
C. McCollum - K. Olynyk - Z. Williamson - T. Murphy III - Y. Missi,NOP,8,78,117.5,128.2,-10.8,62.5,2.08,19.8,43.5,69,56.2,0.1,54.7,55.8,102.73,45.1
J. Randle - N. Alexander-Walker - N. Reid - A. Edwards - J. McDaniels,MIN,30,78,109.1,112.7,-3.5,60.3,1.65,16.7,33.8,72.8,53.4,0.1,53.2,57.5,100.9,46.5
N. Batum - J. Harden - K. Leonard - K. Dunn - I. Zubac,LAC,5,78,113.4,109.9,3.5,76.8,2.41,23.5,22.9,67.1,46.3,0.1,56.8,59.7,97.54,53
A. Horford - J. Holiday - K. Porziņģis - J. Brown - D. White,BOS,12,77,117.2,105.7,11.4,64.8,2.56,20.2,24.7,77.1,51.9,0.1,58.6,61.6,100.17,56.5
M. Bridges - L. Ball - J. Green - M. Williams - B. Miller,CHA,6,77,117.8,111.7,6.1,75.3,4.58,22.8,25,80.5,50.3,0.1,55,55.8,101.8,52.4
G. Niang - D. Mitchell - T. Jerome - S. Merrill - E. Mobley,CLE,15,76,98.2,110.9,-12.7,62.7,3.08,16.1,26,75.7,47.1,0.1,44.8,48.5,104.65,42.6
J. Holiday - J. Brown - J. Tatum - D. White - L. Kornet,BOS,12,76,109.7,92,17.7,61.4,1.72,18,35.2,70.1,52.2,0.2,52.3,54.5,103.53,60.1
M. Beasley - I. Stewart - J. Ivey - S. Fontecchio - R. Holland II,DET,20,76,107.3,115.2,-8,68.8,1.52,18.2,40.7,79.7,59.4,0.2,53.5,56.9,104.36,47.4
M. Bridges - D. Jeffries - L. Ball - J. Green - M. Williams,CHA,6,76,132.5,113.6,18.9,75,3.17,24.4,28.6,68.5,49,0.1,61.9,65.5,100.64,56.4
S. Curry - D. Green - A. Wiggins - L. Waters III - T. Jackson-Davis,GSW,8,76,124.1,117.4,6.7,74.7,2.43,23.4,27.6,76.8,53.2,0.1,62.8,64.4,102.3,52.8
K. Caldwell-Pope - W. Carter Jr. - G. Bitadze - F. Wagner - J. Suggs,ORL,5,75,129.3,97.3,31.9,65.7,1.7,21.8,34,80.3,59.7,0.2,65.6,69.1,94.72,68.8
K. Durant - T. Jones - D. Booker - N. Richards - R. Dunn,PHX,10,75,114.6,118,-3.4,60.9,1.5,18.2,35.8,66.3,52.9,0.2,57.8,60.9,95.91,51.1
D. Avdija - S. Henderson - S. Sharpe - T. Camara - D. Clingan,POR,16,74,91.6,109.4,-17.8,62.7,1.33,15,29.7,70.3,47.9,0.2,43.3,46.6,101.93,36.4
K. Durant - J. Nurkić - T. Jones - D. Booker - R. O'Neale,PHX,11,74,122.3,91.8,30.5,65.3,2.61,22.1,14.5,81,52.7,0.1,65.9,68,102.03,63.3
S. Curry - D. Green - D. Schröder - A. Wiggins - T. Jackson-Davis,GSW,8,74,97.4,105.7,-8.2,75.4,1.92,20.6,25.6,79.2,51.6,0.2,50.4,51.8,102.76,47.3
B. Bogdanović - T. Young - D. Hunter - O. Okongwu - D. Daniels,ATL,17,73,113.8,117.3,-3.5,66.7,2.1,18.2,43.7,77.3,58.2,0.1,51,55.4,106.01,45.5
J. Valančiūnas - M. Brogdon - C. Kispert - C. Carrington - K. George,WAS,9,73,107.8,116.6,-8.8,73.8,1.8,20.5,30.4,77.8,54.6,0.2,54.7,58.5,100.29,47.3
C. LeVert - G. Niang - D. Mitchell - M. Strus - E. Mobley,CLE,10,72,98.2,116.7,-18.5,63.6,1.59,16.3,20.5,70.9,45.1,0.1,50.4,54.3,106.58,41.1
P. George - K. Oubre Jr. - G. Yabusele - C. Martin - T. Maxey,PHI,7,72,128.7,103.9,24.7,46.5,2.36,15.7,31.8,71.2,50,0.1,57.5,59.3,100.5,56
D. Schröder - T. Hardaway Jr. - M. Beasley - J. Duren - A. Thompson,DET,8,71,128.5,108.1,20.4,59.7,4,19,34.6,70.5,52.6,0.1,53.9,57.8,98.29,58
I. Hartenstein - S. Gilgeous-Alexander - L. Dort - I. Joe - J. Williams,OKC,17,71,118.1,101.9,16.2,49.3,2.5,16.7,25.3,73.1,49.7,0.1,54.9,58,105.42,56.5
J. Jackson Jr. - B. Clarke - D. Bane - S. Pippen Jr. - J. Wells,MEM,12,71,100,109.7,-9.7,67.7,1.62,18.8,28.8,71.1,50.3,0.2,51.8,53.8,106.02,47.4
C. Paul - H. Barnes - D. Vassell - J. Sochan - S. Castle,SAS,12,70,102.7,128.1,-25.4,72.9,2.15,20.7,21.3,71,45.1,0.1,54.3,54.3,103.81,36.9
D. Ayton - D. Avdija - S. Henderson - S. Sharpe - T. Camara,POR,13,70,117.9,112.1,5.8,59.7,1.74,19,31.7,71.2,50.8,0.2,58.6,62.8,102.3,54.7
D. Mitchell - D. Hunter - T. Jerome - S. Merrill - E. Mobley,CLE,11,70,117,116.9,0.1,52.9,2.4,17.1,23.6,67.5,46.7,0.1,59.3,61.3,107.51,52.1
E. Gordon - K. Oubre Jr. - G. Yabusele - T. Maxey - J. Edwards,PHI,6,70,109.4,122,-12.6,59.4,1.9,18.9,20.3,64,37.9,0.1,55.6,57.1,101.92,40
E. Gordon - P. George - K. Oubre Jr. - G. Yabusele - T. Maxey,PHI,7,70,114.1,115.6,-1.5,53.7,1.16,15.8,21,66.2,45.6,0.2,58.3,63.4,97.21,47.4
J. Grant - A. Simons - D. Avdija - T. Camara - D. Clingan,POR,7,70,116.5,81.6,34.8,73.4,1.68,20.8,29.6,73.9,54.1,0.2,61.4,63.2,107.93,74
O. Anunoby - M. Bridges - J. Brunson - P. Achiuwa - M. McBride,NYK,20,70,108.8,102.7,6.2,53.7,1.81,14.9,26.7,67.6,47,0.1,49.6,55.4,101.97,53.9
A. Simons - D. Ayton - D. Avdija - S. Henderson - T. Camara,POR,17,69,112.9,104.9,8,57.1,1.52,15.5,35.1,72,49.6,0.1,50.4,55.9,101.15,49.1
D. DeRozan - D. Sabonis - D. Fox - M. Monk - K. Ellis,SAC,12,69,130.4,113.1,17.3,54.2,2.44,19.5,21.3,66.7,45.9,0.1,62.3,65.8,104.09,56.3
K. Caldwell-Pope - G. Bitadze - C. Anthony - C. Houstan - T. da Silva,ORL,6,69,99.2,100,-0.8,61.5,2.46,17.7,28.9,64.4,46.3,0.1,45.7,47.5,87.54,51.8
T. Hardaway Jr. - M. Beasley - C. Cunningham - J. Duren - A. Thompson,DET,12,69,120.7,109.9,10.8,54.3,2,18.5,27,75.4,51.6,0.1,59.9,63,104.44,54.4
L. James - A. Davis - R. Hachimura - C. Reddish - A. Reaves,LAL,8,68,107.6,120.8,-13.2,76.7,2.3,22.4,22.2,64.5,45.3,0.1,57.8,59.8,101.78,48.4
B. Adebayo - D. Robinson - H. Highsmith - T. Herro - J. Jaquez Jr.,MIA,10,67,99.2,121.3,-22,68.1,1.28,17.4,30.3,74.2,52.3,0.2,50.4,54.6,92.94,41.8
O. Anunoby - M. Bridges - J. Brunson - M. McBride - J. Sims,NYK,16,67,118.2,94.5,23.7,53.4,1.63,16,29.4,69.2,50.7,0.1,57.6,61.3,102.57,59.2
J. Harden - K. Leonard - K. Dunn - I. Zubac - D. Jones Jr.,LAC,7,66,124.1,105.6,18.5,66.7,1.91,21.9,27.6,80.6,55,0.2,63.6,66.2,103.23,57.2
J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid - J. Minott,MIN,14,66,119.2,102.7,16.5,78.7,2,23,27.1,71.3,52.5,0.2,64.7,67.6,106.1,60.6
K. Caldwell-Pope - W. Carter Jr. - F. Wagner - P. Banchero - A. Black,ORL,20,66,83.7,101.4,-17.7,60,0.92,13.8,24.2,66.7,45.9,0.2,43.6,49.2,100.98,38.5
R. Westbrook - N. Jokić - M. Porter Jr. - J. Strawther - C. Braun,DEN,18,66,134.2,95.9,38.4,77.8,3.73,24.6,40.6,68,55.4,0.1,60.8,63.9,106.17,68.6
M. Bridges - J. Green - M. Williams - N. Smith Jr. - K. Simpson,CHA,6,65,90.8,111,-20.2,52.9,1.59,14.5,21.3,77.8,48,0.1,41.9,46,105.84,36.5
F. VanVleet - D. Brooks - A. Sengun - J. Smith Jr. - A. Thompson,HOU,15,64,116.5,86.4,30.1,78.6,2.93,22.6,20.7,71.4,48.4,0.1,60.9,64.4,104.04,69.3
K. Towns - J. Hart - M. Bridges - J. Brunson - M. McBride,NYK,23,64,128.2,109.2,19,50,2.29,17,25.9,65.1,46.3,0.1,59.6,63.9,105.99,58.3
J. Poeltl - R. Barrett - O. Agbaji - S. Barnes - J. Walter,TOR,4,63,122.8,100.7,22.1,72.7,2.18,23.5,33.9,76.6,58.1,0.2,62.9,64.4,103.98,61.4
J. Valančiūnas - K. Kuzma - J. Poole - B. Coulibaly - K. George,WAS,6,63,87.9,118.5,-30.6,65.8,1.25,14,25.9,78.9,47.8,0.2,39,44.4,100.36,30.5
K. Durant - B. Beal - D. Booker - B. Bol - N. Richards,PHX,5,63,111.1,123,-11.9,68.9,1.75,22.6,16.4,87.7,55,0.2,61.2,62.5,105.19,45.9
N. Batum - J. Harden - B. Bogdanović - K. Dunn - I. Zubac,LAC,8,63,125.6,101.6,24,58.9,1.94,19.2,25.9,75,51.8,0.1,61.2,65.1,96.1,59.4
P. Siakam - T. Bryant - A. Nembhard - T. Haliburton - A. Nesmith,IND,12,63,103.8,100.8,3,66.7,2.43,18.9,21.7,60,41.7,0.1,51.3,53.9,99.32,53.2
T. Rozier - B. Adebayo - H. Highsmith - T. Herro - N. Jović,MIA,15,63,107.4,102.3,5.1,65.2,1.67,15.9,31.9,70.3,51.4,0.1,50.4,55,101.52,54.6
J. Harden - N. Powell - K. Dunn - I. Zubac - A. Coffey,LAC,18,62,133.8,91.7,42.2,59.7,1.95,20.6,26.5,69.7,51.3,0.1,68.3,71.5,101.24,67.2
K. Durant - T. Jones - D. Booker - B. Bol - N. Richards,PHX,5,62,134.9,124.6,10.3,80,4,26.9,27.8,68.5,51.2,0.1,66.5,68.5,97.81,58.1
K. Johnson - T. Jones - J. Champagnie - V. Wembanyama - S. Castle,SAS,13,62,109.4,95.7,13.6,79.2,2.8,21.8,21.5,61.6,44.4,0.1,53.5,57.9,108.78,62.9
N. Vučević - C. White - A. Dosunmu - J. Giddey - M. Buzelis,CHI,8,62,96.2,132.8,-36.7,80.9,1.58,21.1,19.4,60.3,39.2,0.2,52.3,54.7,100.98,33.4
T. Harris - M. Beasley - C. Cunningham - J. Ivey - J. Duren,DET,15,62,111,95.7,15.4,63,1.48,18.1,30.5,78.6,56.6,0.2,58.3,61.3,106.37,60
B. Bogdanović - D. Hunter - O. Okongwu - J. Johnson - K. Bufkin,ATL,7,61,100.7,105.7,-5,67.9,1.57,18.4,31.8,66.7,49.2,0.2,50.4,54.9,110.2,51.6
B. Simmons - N. Claxton - C. Johnson - K. Johnson - N. Clowney,BKN,5,61,107.2,124.6,-17.4,64.6,1.41,17.6,30.8,64.7,45.7,0.2,52.3,56.2,97.09,42.5
C. Paul - H. Barnes - D. Fox - D. Vassell - V. Wembanyama,SAS,5,61,115,117.6,-2.5,75.4,3.31,22.4,25.8,67.8,46.3,0.1,55,58.5,104.6,51.2
J. Poeltl - R. Barrett - O. Agbaji - S. Barnes - G. Dick,TOR,7,61,99.2,115.6,-16.3,72.2,1.39,21.1,25,80,54.5,0.2,56.5,57.8,105.5,42.7
C. LeVert - G. Niang - J. Allen - D. Garland - S. Merrill,CLE,20,60,123.2,121.3,1.9,66.1,3.15,21.7,18.9,70.7,45.9,0.1,64,66.6,109.3,53
D. Fox - K. Johnson - J. Champagnie - J. Sochan - S. Castle,SAS,14,60,117.7,126.1,-8.3,67.6,3.29,22.7,28.6,66.7,47.6,0.1,60.2,61.3,112.38,47.6
J. Grant - A. Simons - S. Sharpe - T. Camara - D. Clingan,POR,9,60,79.8,108.5,-28.6,53.7,1.16,13.3,19.2,81,45.6,0.1,42.2,42.8,102.77,31.3
J. Grant - S. Henderson - S. Sharpe - T. Camara - D. Clingan,POR,12,60,104,115.9,-11.9,63,1.21,17,27.4,65.5,45.8,0.2,53.3,56,101.04,41.5
M. Bridges - G. Williams - L. Ball - J. Green - B. Miller,CHA,6,60,127.6,133.6,-6,80,2.44,24.4,18,77.3,45.7,0.1,68.6,71.5,101.05,46.9
M. Plumlee - T. Jones - D. Booker - R. O'Neale - G. Allen,PHX,23,60,116.9,120.5,-3.5,78.7,3.08,20.7,18.8,67.9,41.7,0.1,55.7,60.8,102.25,50.7
C. Capela - C. LeVert - G. Niang - T. Young - T. Mann,ATL,8,59,107.7,118,-10.3,66,2.06,19.1,29.7,60.7,44.8,0.1,50.9,54.4,105.46,46.7
J. Tatum - D. White - L. Kornet - P. Pritchard - S. Hauser,BOS,17,59,123.6,96.1,27.5,57.9,2.36,18.8,29.8,72.7,52.8,0.1,61.8,63.7,104.43,60.3
K. Caldwell-Pope - G. Bitadze - C. Anthony - F. Wagner - P. Banchero,ORL,8,59,106.5,95.3,11.2,59.6,1.94,18.1,27.4,71.2,48.8,0.1,51.3,53.8,101.32,53.5
D. DeRozan - J. Valančiūnas - Z. LaVine - M. Monk - K. Murray,SAC,8,58,114,111.2,2.8,66,1.84,21.1,20.8,74.6,51.4,0.2,60,63.7,101.14,52.2
K. Love - T. Rozier - B. Adebayo - H. Highsmith - T. Herro,MIA,5,58,97.5,100.8,-3.3,57.8,1.44,15.9,26.2,76.6,51.2,0.1,46.8,49.8,100.41,48.6
K. Towns - M. Bridges - J. Brunson - P. Achiuwa - M. McBride,NYK,9,58,105.8,113.3,-7.5,64.7,2.2,18.9,33.8,71.4,50,0.1,49.6,51.9,100,48.2
N. Vučević - C. White - P. Williams - A. Dosunmu - J. Giddey,CHI,7,58,112.7,140.7,-28,79.2,3.23,23.5,19.3,67.4,40.8,0.1,58.3,60.8,103.75,41.2
S. Gilgeous-Alexander - L. Dort - I. Joe - J. Williams - C. Wallace,OKC,14,58,118,84.7,33.2,48.1,2.36,15.6,22.2,73.6,49.6,0.1,54.8,58.9,106.77,66.9
A. Gordon - N. Jokić - J. Murray - J. Strawther - C. Braun,DEN,11,57,137.2,110.5,26.7,67.2,2.05,21.5,44.7,70.8,59.8,0.2,63.8,69.2,102.68,61.3
C. Kispert - B. Coulibaly - A. Sarr - B. Carrington - K. George,WAS,18,57,109.3,126.5,-17.2,72,2.12,20.8,16.7,63.6,42.5,0.1,59.2,62.6,111.24,40.4
K. Middleton - G. Antetokounmpo - B. Portis - G. Trent Jr. - A. Green,MIL,9,57,128.5,102.5,26,63.2,3.6,20.7,31.5,76.2,55.6,0.1,61,65.4,101.88,63.1
S. Curry - V. Micić - M. Bridges - J. Green - M. Williams,CHA,8,57,107.4,108.4,-1,69.4,2.13,20.2,20.6,71.9,46.5,0.1,51.8,54.9,101.82,49.4
A. Horford - J. Holiday - K. Porziņģis - J. Tatum - D. White,BOS,7,56,107.3,99.2,8,72.9,2.92,20.3,19.7,79.4,50,0.1,51.8,54.8,107.19,54.6
B. Beal - M. Plumlee - T. Jones - D. Booker - R. O'Neale,PHX,7,56,106.7,138.6,-31.9,72.1,1.94,19.4,18.2,67.9,42.6,0.1,56.3,59.9,99.36,39.4
G. Niang - T. Young - O. Okongwu - D. Daniels - Z. Risacher,ATL,13,56,119,109.5,9.5,64.4,2.11,20.7,32.8,77.6,52.7,0.1,59.2,60.3,108.32,50.5
T. Harris - M. Beasley - C. Cunningham - J. Duren - A. Thompson,DET,20,56,105.1,126.4,-21.3,52,1.63,16.8,24,65.3,44.4,0.1,55.6,57.8,102.53,42.3
T. McConnell - P. Siakam - T. Bryant - J. Walker - B. Sheppard,IND,14,56,119.3,116.1,3.2,66,3.18,21.7,24.5,65.4,45.5,0.1,59.5,62.2,96.94,52.6
J. Harden - K. Leonard - B. Bogdanović - K. Dunn - I. Zubac,LAC,10,55,123.4,106.3,17.2,67.3,4.63,23.3,22.9,72.2,49,0.1,59.8,62.8,96.87,59.2
J. Poeltl - R. Barrett - O. Agbaji - D. Mitchell - S. Barnes,TOR,10,55,110,84.2,25.8,72,2.12,21.4,25,79.7,56.3,0.1,58.9,61.8,102.36,69.3
K. Johnson - S. Mamukelashvili - J. Champagnie - B. Wesley - S. Castle,SAS,13,55,93.3,134.2,-40.8,63.2,1.04,14.1,39.7,60,48.8,0.2,45.5,49.3,105.5,30.6
K. Middleton - J. Poole - J. Champagnie - A. Sarr - K. George,WAS,4,55,100.8,128.6,-27.7,66.7,1.65,17.3,25.4,61.7,42.5,0.1,49.1,51.6,103.73,34.9
N. Vučević - Z. LaVine - A. Dosunmu - J. Giddey - J. Phillips,CHI,16,55,118.9,109.8,9.1,66,1.46,21.1,23.1,73.8,54.8,0.2,71.3,72.2,106.67,55.3
R. Holmes - J. Poole - B. Coulibaly - B. Carrington - K. George,WAS,5,55,107,116.5,-9.6,70.8,2,21,22.4,66.1,43.9,0.1,56.9,56.9,101.19,44.4
T. Rozier - T. Herro - N. Jović - J. Jaquez Jr. - K. Ware,MIA,10,55,109.1,130.6,-21.5,73.1,3.45,21.8,24.2,64.4,43.8,0.1,52.2,54.9,104.72,43.1
A. Gordon - N. Jokić - M. Porter Jr. - J. Pickett - C. Braun,DEN,6,54,136.1,111.8,24.3,71.4,4.44,24.5,33.3,82.7,58.3,0.1,62.5,65.4,96.34,57.7
A. Horford - J. Holiday - J. Tatum - D. White - N. Queta,BOS,6,54,129.9,101.9,28.1,58.8,3.75,20,26.5,67.7,49.5,0.1,62,64.7,95.93,65.2
B. Lopez - D. Lillard - G. Antetokounmpo - G. Trent Jr. - A. Green,MIL,19,54,118.3,102.6,15.7,64.6,2.07,20,18.8,67.6,47.4,0.1,62,64.1,103.58,58.7
D. Brooks - J. Green - A. Sengun - J. Smith Jr. - T. Eason,HOU,14,54,94.9,103.4,-8.6,53.5,0.77,14.1,44.2,88.5,66.3,0.3,52.2,55.1,103.8,47.2
J. Brown - D. White - N. Queta - P. Pritchard - S. Hauser,BOS,13,54,136.5,140,-3.5,69.1,2.53,23.6,45.2,52.9,49.5,0.1,67.4,69.6,90.05,51.4
J. Jackson Jr. - D. Bane - S. Pippen Jr. - Z. Edey - J. Wells,MEM,11,54,118.1,97.6,20.5,51.9,1.22,15.9,37.5,76.2,58,0.2,57.9,62.4,112.06,58.9
K. Caldwell-Pope - G. Bitadze - F. Wagner - P. Banchero - A. Black,ORL,13,54,96.4,116.7,-20.2,46.5,1.05,13.2,32.8,72.3,50.5,0.2,49,51.3,98.61,37.1
K. Irving - K. Thompson - L. Dončić - D. Gafford - N. Marshall,DAL,6,54,116.9,113.6,3.4,57.7,2.14,19.2,16.7,74.2,49.1,0.1,62.5,65,104.74,50.3
K. Martin - J. Juzang - B. Sensabaugh - I. Collier - K. Filipowski,UTA,6,54,123.1,129.4,-6.3,67.9,1.89,21.7,25,65.6,46.9,0.2,60.5,63.5,104.37,45.4
M. Turner - P. Siakam - A. Nembhard - A. Nesmith - B. Mathurin,IND,5,54,105.8,95.8,10,57.4,1.35,16.9,25,69.3,51.2,0.2,53.7,58.7,106.01,60.3
N. Batum - K. Dunn - I. Zubac - A. Coffey - K. Porter Jr.,LAC,10,54,106.3,95.6,10.7,64.7,1.57,20.4,34,81.5,57.9,0.2,56.9,57.2,100.36,56.5
N. Vučević - K. Huerter - C. White - T. Jones - M. Buzelis,CHI,7,54,104.3,114.3,-10,71.4,2.33,22.6,5.9,72.6,42.5,0.1,58,59.2,104.02,45.1
P. George - J. Embiid - K. Oubre Jr. - C. Martin - T. Maxey,PHI,4,54,101.7,107.7,-6,65.8,1.56,16.3,20.4,61.8,41.3,0.1,47.8,56.1,104.23,53.5
T. McConnell - P. Siakam - T. Bryant - B. Mathurin - B. Sheppard,IND,16,54,116.9,101.6,15.3,68.5,2.64,21,26.3,72.9,50,0.1,58.4,61.9,109.73,58.9
J. Poole - C. Kispert - B. Coulibaly - A. Sarr - K. George,WAS,16,53,115.1,105,10.1,62.7,1.45,18.8,24.5,65.6,47.3,0.2,61.2,65.2,111.7,55.5
J. Valančiūnas - C. Kispert - B. Coulibaly - C. Carrington - K. George,WAS,19,53,109.7,128.6,-18.8,65.9,1.32,19,25.6,61.7,44.4,0.2,60.7,64.7,101.76,42.7
K. Durant - B. Beal - M. Plumlee - D. Booker - G. Allen,PHX,16,53,120.5,122.5,-2,69.4,2.62,21.7,17.1,68.8,44.9,0.1,65.7,69.2,104.21,51
K. Durant - M. Plumlee - T. Jones - R. O'Neale - G. Allen,PHX,15,53,140.4,103.4,36.9,67.2,2.6,23.8,30.6,75.9,57.8,0.1,76.9,78.2,103.21,63.4
K. Middleton - B. Coulibaly - A. Sarr - B. Carrington - K. George,WAS,3,53,113.7,109.5,4.2,74.5,2.33,21.3,21.8,74.5,47.2,0.1,55.5,60.1,104.75,52.3
R. Westbrook - A. Gordon - N. Jokić - C. Braun - P. Watson,DEN,12,53,121.7,114.7,7.1,70,1.84,22,23.7,72.2,52.2,0.2,66.7,69.8,103.64,57.4
S. Curry - K. Looney - B. Hield - G. Payton II - J. Kuminga,GSW,16,53,119.5,98.3,21.2,67.9,2.77,21.3,25.4,62.7,44.1,0.1,60.4,60.5,106.77,59
S. Gilgeous-Alexander - L. Dort - I. Joe - C. Holmgren - J. Williams,OKC,8,53,120.5,115.8,4.7,78.4,3.08,23.8,28.1,71.1,47.1,0.1,56.1,59,102.3,46.8
T. Lyles - D. Sabonis - M. Monk - K. Huerter - K. Ellis,SAC,13,53,116.4,123.5,-7.1,82.6,2.71,22.6,33.3,70.2,49.5,0.1,52.8,56.2,102.05,45.3
D. Avdija - S. Henderson - S. Sharpe - T. Camara - D. Reath,POR,10,52,129.7,122.8,6.9,60.7,2.13,20,35.3,75,51.7,0.1,63.5,66,106.5,48.8
J. Poeltl - O. Agbaji - D. Mitchell - S. Barnes - G. Dick,TOR,7,52,105.7,109,-3.3,61.9,1.24,17.2,35.2,69.6,52.7,0.2,52.1,55.2,99.62,46
K. Durant - B. Beal - D. Booker - R. O'Neale - N. Richards,PHX,9,52,112.7,103.6,9.1,56.3,3.86,18.1,23.5,74.6,50.9,0.1,54.6,58.1,101.97,58.4
L. Markkanen - J. Collins - C. Sexton - K. George - K. Filipowski,UTA,5,52,117.3,127.3,-10,65.2,1.88,19.9,23.9,76.9,48.2,0.1,60.4,63.5,101.77,44.8
N. Vučević - L. Ball - C. White - A. Dosunmu - J. Giddey,CHI,6,52,105.3,123,-17.7,62.8,1.69,17.3,27.1,74.5,48.1,0.1,53.5,56.2,104.7,40.1
T. Harris - T. Hardaway Jr. - M. Beasley - J. Ivey - J. Duren,DET,7,52,103.8,124.5,-20.7,64.1,1.25,17.1,30,62.7,46.5,0.2,51.7,55.9,96.06,43.8
A. Horford - J. Brown - J. Tatum - D. White - L. Kornet,BOS,8,51,123.8,101.9,21.8,54.2,1.73,18.2,34,81.5,59.4,0.1,61.8,63,96.61,58.4
J. Grant - D. Ayton - S. Henderson - S. Sharpe - T. Camara,POR,10,51,109.8,102.8,7,65.9,1.45,17.7,44.2,82.2,61.9,0.2,52.7,58.3,103.4,55.7
K. Durant - T. Jones - D. Booker - R. O'Neale - N. Richards,PHX,11,51,105.7,132.4,-26.7,75.6,1.82,20.4,30,79.5,51.7,0.2,54.4,57.6,98.33,39.5
L. Walker IV - Q. Grimes - J. Butler - M. Bagley - A. Bona,PHI,5,51,111.8,113.6,-1.8,54.3,1.47,16.9,27.1,61,45.8,0.2,58.2,60.7,104.21,50.5
N. Vučević - Z. LaVine - P. Williams - A. Dosunmu - J. Giddey,CHI,16,51,102.5,110.1,-7.6,64.4,1.71,18.4,18.2,67.3,42.7,0.1,55.8,58.5,112.95,46.8
C. McCollum - D. Murray - Z. Williamson - T. Murphy III - Y. Missi,NOP,4,50,129.4,113.6,15.7,66.7,3.56,20.9,26.1,61.4,45.6,0.1,59.8,66.2,106.14,58.5
L. James - R. Hachimura - J. Hayes - A. Reaves - M. Christie,LAL,5,50,133.3,123.1,10.3,71.4,3.18,23.8,29.5,70.6,51.6,0.1,63.4,66.3,97.73,52.9
P. Siakam - A. Nembhard - O. Toppin - T. Haliburton - B. Mathurin,IND,11,50,123.6,101.8,21.8,71.4,4.38,22.4,26.8,68.8,46.2,0.1,55.9,59.1,103.59,59
P. Siakam - T. Bryant - A. Nembhard - T. Haliburton - B. Mathurin,IND,10,50,120,115.7,4.3,64,4,20.3,34,70.2,52.1,0.1,57.4,61.2,104.95,57.7
T. Rozier - B. Adebayo - T. Herro - N. Jović - J. Jaquez Jr.,MIA,15,50,108.6,107.5,1,67.4,2.42,19.1,35.3,69.4,54,0.1,54.9,57,102.24,52.4
A. Horford - J. Brown - J. Tatum - D. White - S. Hauser,BOS,4,49,138,108.1,29.9,55.3,4.33,18.8,24,67.3,46.7,0.1,59.8,64.4,97.48,58.3
K. Johnson - D. Vassell - J. Champagnie - J. Sochan - S. Castle,SAS,18,49,121.1,102.7,18.4,54.8,1.64,15.6,30,57.9,44.9,0.1,56.9,63.9,108.52,58.9
K. Towns - C. Payne - O. Anunoby - M. Bridges - M. McBride,NYK,16,49,134.2,100.9,33.3,59.6,3.78,20.9,33.3,78.2,56,0.1,62.4,63.5,108.09,61.3
O. Anunoby - J. Hart - M. Bridges - J. Brunson - M. Robinson,NYK,6,49,105.3,133,-27.7,58.3,1.5,16,30,66.7,45.3,0.1,47.6,52.9,92.38,35.1
T. McConnell - P. Siakam - O. Toppin - B. Mathurin - B. Sheppard,IND,15,49,110.7,109,1.7,62,2.82,19.3,38.5,75,56,0.1,54,56.9,108.99,52.6
T. Young - D. Hunter - O. Okongwu - D. Daniels - Z. Risacher,ATL,9,49,116.8,128.2,-11.4,81.1,2.05,24.6,30.2,82.4,53.2,0.2,66.3,67,115.25,46.1
B. Adebayo - D. Robinson - H. Highsmith - T. Herro - D. Mitchell,MIA,8,48,110.2,92.6,17.7,65.9,2.45,20.3,18.2,74.5,47.3,0.1,55.4,58.5,96.9,60.2
D. DeRozan - D. Sabonis - M. Monk - K. Huerter - K. Ellis,SAC,11,48,122.2,102.9,19.3,65.1,2,18.8,28.9,68.2,48.3,0.1,56.3,63,104.96,59.1
D. Hunter - T. Jerome - D. Wade - S. Merrill - E. Mobley,CLE,4,48,124.5,100.9,23.6,57.4,1.29,17.8,42.2,67.3,56,0.2,62.1,65,106.74,60
D. Mitchell - J. Allen - M. Strus - D. Garland - D. Wade,CLE,6,48,133,124.8,8.3,68.1,3.2,19.8,48.2,61.9,54.1,0.1,54.4,59.2,102.28,56
J. Tatum - D. White - N. Queta - P. Pritchard - S. Hauser,BOS,12,48,127.8,95.8,32,57.1,3.43,18.5,23.3,68.6,47.9,0.1,59.4,64.6,97.41,66.8
K. Olynyk - B. Brown - J. Alvarado - A. Reeves - Y. Missi,NOP,4,48,97,122.8,-25.7,73,1.42,19,28,81.4,52.7,0.2,48.8,52.2,101.81,37
L. James - A. Davis - D. Finney-Smith - A. Reaves - M. Christie,LAL,9,48,125.5,91.5,34,55.3,1.44,19.7,12.5,77.2,53.9,0.2,70.5,73.4,104.4,65.9
N. Claxton - C. Johnson - K. Hayes - Z. Williams - K. Johnson,BKN,5,48,97,118.2,-21.2,81.1,1.67,20.5,31.4,66.7,47.3,0.2,47.1,51.1,99.99,42.4
R. Westbrook - D. Jordan - J. Murray - M. Porter Jr. - C. Braun,DEN,7,48,104.9,103.9,1,57.1,1.14,17.4,25,69.1,48.5,0.2,56.3,57.7,101.56,51.7
